Unnamed: 0,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,instalment_no_int,out_term,out_revenue
2028,38331779,41115526,20000,20000,20000,36,14.31,686.57,C,C4,7 years,RENT,92000,Verified,2021-01-01,Charged Off,n,debt_consolidation,12.92,2,2001-06-01,1,15,26,0.0,0.0,4162.9,4162.9,448.07,206.7,0.0,3508.13,631.46,2021-02-01,686.57,2021-07-01,0,1,INDIVIDUAL,555.5555555555555,35.193474,24162.783444180004
2052,38321923,41105674,35000,35000,35000,36,19.24,1287.22,E,E2,< 1 year,MORTGAGE,124800,Verified,2021-01-01,Charged Off,n,house,13.62,0,2001-04-01,3,19,45,0.0,0.0,8696.09,8696.09,914.22,1585.4,64.36,6132.11,1103.78,2021-04-01,1351.58,2021-08-01,0,1,INDIVIDUAL,972.2222222222222,35.05965942857143,45129.494809645716
2083,38312084,41095836,10000,10000,10000,60,14.31,234.3,C,C4,10+ years,RENT,35000,Verified,2021-01-01,Charged Off,n,debt_consolidation,31.62,0,1996-02-01,1,9,23,0.0,0.0,2426.21,2426.21,349.28,345.67,0.0,1731.26,311.63,2021-04-01,234.3,2021-12-01,0,1,INDIVIDUAL,166.66666666666666,57.90432,13566.982176
2143,38301949,41085708,13475,12000,13475,36,16.49,477.01,D,D3,10+ years,RENT,41000,Verified,2021-01-01,Charged Off,n,debt_consolidation,33.93,0,2004-08-01,0,7,22,0.0,0.0,3314.38,3314.38,2129.06,1185.32,0.0,0.0,0.0,2021-08-01,477.01,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,29.612820000000003,14125.6112682
2146,38301886,41085645,5000,5000,5000,36,11.44,164.74,B,B4,10+ years,OWN,37500,Verified,2021-01-01,Charged Off,n,debt_consolidation,19.65,1,1998-02-01,0,12,22,0.0,0.0,1313.78,1313.78,354.58,136.46,0.0,822.74,148.09,2021-04-01,164.74,2021-09-01,0,1,INDIVIDUAL,138.88888888888889,33.447024,5510.06273376
2152,38301447,41085183,35000,35000,35000,36,15.99,1230.33,D,D2,7 years,RENT,130000,Verified,2021-01-01,Charged Off,n,credit_card,6.25,0,2006-06-01,1,11,21,0.0,0.0,4890.23,4890.23,2682.02,2208.21,0.0,0.0,0.0,2021-07-01,1230.33,2021-12-01,0,1,INDIVIDUAL,972.2222222222222,33.241350857142855,40897.83120006857
2173,38292138,41075892,24000,24000,24000,60,14.99,570.84,C,C5,10+ years,OWN,95000,Verified,2021-01-01,Charged Off,n,debt_consolidation,28.07,3,1999-09-01,0,15,46,0.0,0.0,2243.39,2243.39,1104.64,1138.75,0.0,0.0,0.0,2021-05-01,570.84,2021-12-01,0,1,INDIVIDUAL,400.0,57.2384,32673.968256
2214,38282424,41066196,15050,15050,15050,36,22.99,582.51,F,F1,8 years,RENT,42000,Verified,2021-01-01,Charged Off,n,debt_consolidation,11.43,0,2008-12-01,4,10,12,0.0,0.0,4039.13,4039.13,2181.45,1857.68,0.0,0.0,0.0,2021-08-01,582.51,2022-01-01,0,1,INDIVIDUAL,418.05555555555554,30.781913621262458,17930.772503521595
2267,38272763,41056534,24000,24000,24000,36,12.39,801.63,C,C1,< 1 year,RENT,105000,Verified,2021-01-01,Charged Off,n,debt_consolidation,32.47,0,1999-12-01,1,14,27,0.0,0.0,3173.48,3173.48,2249.87,923.61,0.0,0.0,0.0,2021-05-01,801.63,2021-12-01,0,1,INDIVIDUAL,666.6666666666666,32.625195000000005,26153.335067850003
2274,38272406,41056165,5000,5000,5000,36,14.99,173.31,C,C5,8 years,RENT,45000,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,13.36,0,2004-08-01,3,13,21,0.0,0.0,1031.53,1031.53,686.23,345.3,0.0,0.0,0.0,2021-07-01,173.31,2022-01-01,0,1,INDIVIDUAL,138.88888888888889,31.059144000000003,5382.860246640001
2275,38272401,41056160,8000,8000,8000,36,11.99,265.68,B,B5,6 years,MORTGAGE,33000,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,23.05,0,1995-07-01,0,7,22,0.0,0.0,1583.42,1583.42,1142.69,440.73,0.0,0.0,0.0,2021-07-01,265.68,2022-01-01,0,1,INDIVIDUAL,222.22222222222223,30.857894999999996,8198.3255436
2301,38271257,41054973,10000,10000,10000,36,12.39,334.01,C,C1,5 years,OWN,64000,Not Verified,2021-01-01,Charged Off,n,home_improvement,20.55,1,2004-08-01,0,14,27,0.0,0.0,1663.17,1663.17,1177.87,485.3,0.0,0.0,0.0,2021-06-01,334.01,2021-12-01,0,1,INDIVIDUAL,277.77777777777777,31.759668000000005,10608.046708680002
2329,38261158,41044871,14025,14025,14025,60,21.99,387.28,E,E5,4 years,MORTGAGE,39000,Not Verified,2021-01-01,Charged Off,n,other,29.35,0,2005-10-01,1,14,27,0.0,0.0,2676.69,2676.69,675.67,1981.66,19.36,0.0,0.0,2021-11-01,774.56,2022-01-01,0,1,INDIVIDUAL,233.75,57.10943315508021,22117.34127229946
2365,38251206,41034922,10775,10775,10775,36,19.24,396.28,E,E2,6 years,RENT,53000,Verified,2021-01-01,Charged Off,n,small_business,20.91,0,2005-09-01,0,13,29,0.0,0.0,2013.03,2013.03,1154.02,859.01,0.0,0.0,0.0,2021-06-01,396.28,2021-12-01,0,1,INDIVIDUAL,299.30555555555554,32.1443415313225,12738.15966203248
2420,38232153,41015920,20000,20000,20000,36,8.67,632.93,B,B1,10+ years,MORTGAGE,65000,Verified,2021-01-01,Charged Off,n,debt_consolidation,17.28,0,1993-10-01,1,11,39,0.0,0.0,1889.16,1889.16,1475.9,413.26,0.0,0.0,0.0,2021-04-01,632.93,2022-01-01,0,1,INDIVIDUAL,555.5555555555555,33.343379999999996,21104.025503399997
2453,38222416,41006187,21600,21600,21600,60,19.99,572.15,E,E3,10+ years,RENT,56000,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.8,0,1999-08-01,2,24,46,0.0,0.0,3960.07,3960.07,1565.69,2394.38,0.0,0.0,0.0,2021-08-01,575.15,2022-01-01,0,1,INDIVIDUAL,360.0,55.65086111111111,31840.640184722222
2483,38221279,41005004,14400,12000,14400,36,15.99,506.2,D,D2,< 1 year,MORTGAGE,52000,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,31.2,0,1993-12-01,0,6,37,0.0,0.0,1493.02,1493.02,955.58,537.44,0.0,0.0,0.0,2021-04-01,506.2,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,33.13326,16772.056212
2508,38212313,40996080,16000,16000,16000,36,16.49,566.4,D,D3,< 1 year,RENT,70000,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.47,0,2001-10-01,5,14,33,0.0,0.0,3365.12,3365.12,346.53,190.55,0.0,2828.04,509.05,2021-02-01,566.4,2021-07-01,0,1,INDIVIDUAL,444.44444444444446,35.2203075,19948.782167999998
2610,38191933,40975678,16000,16000,16000,60,13.16,343.83,B,B3,10+ years,MORTGAGE,60000,Verified,2021-01-01,Charged Off,n,debt_consolidation,27.5,0,1997-06-01,0,7,15,0.0,0.0,3422.65,3422.65,409.71,259.3,0.0,2753.64,495.66,2021-03-01,343.83,2021-08-01,0,1,INDIVIDUAL,266.6666666666667,58.463587499999996,20101.535290124997
2642,38182279,40966050,15000,15000,15000,60,18.54,385.33,E,E1,1 year,OWN,75000,Verified,2021-01-01,Charged Off,n,debt_consolidation,22.61,0,2001-01-01,2,13,36,0.0,0.0,2281.08,2281.08,957.81,1323.27,0.0,0.0,0.0,2021-07-01,385.33,2022-01-01,0,1,INDIVIDUAL,250.0,56.16876,21643.5082908
2755,38152329,40936094,1500,1500,1500,36,15.99,52.73,D,D2,2 years,MORTGAGE,58000,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,29.09,0,2001-08-01,0,15,29,0.0,0.0,155.53,155.53,99.54,55.99,0.0,0.0,0.0,2021-04-01,52.73,2021-07-01,0,1,INDIVIDUAL,41.666666666666664,33.61104,1772.3101392
2759,38152282,40936047,21950,21950,21925,60,25.89,655.77,G,G3,< 1 year,OWN,58000,Verified,2021-01-01,Charged Off,n,debt_consolidation,19.51,1,2002-02-01,1,15,25,0.0,0.0,1904.17,1902.0,558.47,1345.7,0.0,0.0,0.0,2021-04-01,655.77,2022-01-01,0,1,INDIVIDUAL,365.8333333333333,58.473430523918,38345.121534669706
2844,38098326,40861056,8475,8475,8475,36,13.66,288.26,C,C3,< 1 year,RENT,17049,Verified,2021-01-01,Charged Off,n,credit_card,27.82,0,2003-03-01,0,5,13,0.0,0.0,1723.13,1723.13,1183.97,539.16,0.0,0.0,0.0,2021-07-01,288.26,2022-01-01,0,1,INDIVIDUAL,235.41666666666666,30.970746902654867,8927.627502159292
2924,38038467,40801206,10500,10500,10500,60,21.99,289.94,E,E5,7 years,RENT,48000,Verified,2021-01-01,Charged Off,n,debt_consolidation,34.0,0,1996-04-01,1,5,15,0.0,0.0,1424.04,1424.04,505.84,918.2,0.0,0.0,0.0,2021-06-01,289.94,2022-01-01,0,1,INDIVIDUAL,175.0,57.10948571428571,16558.324288
2970,38018271,40780993,8000,8000,8000,36,13.16,283.2,D,D3,2 years,RENT,82000,Verified,2021-01-01,Charged Off,n,small_business,8.91,0,2007-01-01,3,13,14,0.0,0.0,1684.54,1684.54,1075.98,608.56,0.0,0.0,0.0,2021-07-01,283.2,2022-01-01,0,1,INDIVIDUAL,222.22222222222223,31.15809,8823.971088
2993,37998482,40761223,35000,35000,35000,36,25.57,1039.03,F,F5,7 years,MORTGAGE,177000,Verified,2021-01-01,Charged Off,n,home_improvement,26.1,3,1995-05-01,1,13,43,0.0,0.0,4576.2,4576.2,1003.86,3572.34,0.0,0.0,0.0,2021-06-01,1558.55,2021-12-01,0,1,INDIVIDUAL,972.2222222222222,34.96745828571429,36332.23818260572
3060,37958271,40720992,6000,6000,6000,36,13.16,202.14,C,C2,5 years,MORTGAGE,125000,Not Verified,2021-01-01,Charged Off,n,moving,23.61,1,2004-07-01,0,19,30,0.0,0.0,1219.18,1219.18,844.11,360.07,15.0,0.0,0.0,2021-07-01,202.14,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,30.935340000000004,6253.269627600001
3080,37938534,40701283,15000,15000,15000,60,8.67,308.98,B,B1,3 years,RENT,42000,Verified,2021-01-01,Charged Off,n,credit_card,16.49,1,2000-08-01,0,18,38,0.0,0.0,912.49,912.49,606.17,306.32,0.0,0.0,0.0,2021-04-01,308.98,2022-01-01,0,1,INDIVIDUAL,250.0,57.57532,17789.6223736
3086,37938376,40701108,15000,15000,15000,60,17.86,379.76,D,D5,10+ years,MORTGAGE,58000,Not Verified,2021-01-01,Charged Off,n,other,34.95,0,2000-04-01,1,16,35,0.0,0.0,1869.03,1869.03,806.19,1062.84,0.0,0.0,0.0,2021-06-01,379.76,2021-01-01,0,1,INDIVIDUAL,250.0,56.77524,21560.965142399997
3094,37927618,40690353,20000,20000,20000,60,14.99,475.7,C,C5,4 years,MORTGAGE,85000,Verified,2021-01-01,Charged Off,n,debt_consolidation,27.74,0,2001-12-01,0,16,23,0.0,0.0,918.09,918.09,454.55,463.54,0.0,0.0,0.0,2021-03-01,475.7,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,58.63635000000001,27893.311695000004
3120,37907595,40670336,20000,20000,20000,60,19.24,521.46,E,E2,8 years,RENT,85000,Verified,2021-01-01,Charged Off,n,debt_consolidation,21.43,0,2004-10-01,0,6,8,0.0,0.0,4087.81,4087.81,200.79,267.23,0.0,3619.79,651.56,2021-02-01,521.46,2021-07-01,0,1,INDIVIDUAL,333.3333333333333,59.39763,30973.488139800003
3237,37832260,40595362,12650,12650,12400,60,19.99,335.08,E,E3,10+ years,OWN,48000,Verified,2021-01-01,Charged Off,n,debt_consolidation,7.48,3,1989-09-01,0,5,7,0.0,0.0,2617.69,2565.96,124.35,196.68,0.0,2296.66,413.4,2021-02-01,335.08,2021-07-01,0,1,INDIVIDUAL,210.83333333333334,59.41019762845849,19907.16902134387
3254,37831593,40594600,14000,14000,14000,60,11.99,311.36,B,B5,3 years,MORTGAGE,65000,Verified,2021-01-01,Charged Off,n,small_business,32.37,2,1998-12-01,0,7,18,0.0,0.0,1226.79,1226.79,696.26,530.53,0.0,0.0,0.0,2021-05-01,311.36,2021-12-01,0,1,INDIVIDUAL,233.33333333333334,57.01602857142857,17752.510656000002
3298,37811630,40574600,14000,14000,14000,36,19.99,370.84,E,E3,1 year,MORTGAGE,51700,Verified,2021-01-01,Charged Off,n,debt_consolidation,31.38,0,2004-10-01,1,22,39,0.0,0.0,1761.52,1761.52,711.43,1050.09,0.0,0.0,0.0,2021-06-01,370.84,2022-01-01,0,1,INDIVIDUAL,388.8888888888889,34.170608571428566,12671.828482628569
3432,37761743,40524803,9850,9850,9850,36,17.14,351.87,D,D4,8 years,RENT,33000,Verified,2021-01-01,Charged Off,n,debt_consolidation,23.78,0,2004-06-01,1,17,31,0.0,0.0,2092.46,2092.46,1313.19,779.27,0.0,0.0,0.0,2021-07-01,351.87,2022-01-01,0,1,INDIVIDUAL,273.6111111111111,31.20052385786802,10978.52832986802
3450,37752194,40515227,13375,13375,13375,36,21.99,510.73,E,E5,1 year,RENT,52000,Verified,2021-01-01,Charged Off,n,medical,36.76,0,2000-05-01,0,23,41,0.0,0.0,2625.06,2625.06,1377.73,1247.33,0.0,0.0,0.0,2021-06-01,510.73,2022-01-01,0,1,INDIVIDUAL,371.52777777777777,32.29171738317757,16492.34881911028
3492,37741382,40504330,35000,12000,34975,60,17.86,886.11,D,D5,6 years,RENT,77000,Verified,2021-01-01,Charged Off,n,debt_consolidation,39.51,1,1987-03-01,0,19,39,0.0,0.0,4381.09,4377.96,1881.13,2499.96,0.0,0.0,0.0,2021-07-01,20.0,2021-12-01,0,1,INDIVIDUAL,200.0,50.59434999999999,44832.15947849999
3509,37732016,40495048,15000,15000,15000,60,15.99,364.7,D,D2,2 years,RENT,65000,Verified,2021-01-01,Charged Off,n,other,31.58,0,2000-01-01,0,15,20,0.0,0.0,1067.45,1067.45,501.09,566.36,0.0,0.0,0.0,2021-04-01,364.7,2021-12-01,0,1,INDIVIDUAL,250.0,57.99564,21151.009908
3518,37731131,40494040,18000,18000,18000,36,6.99,555.71,A,A3,10+ years,RENT,46500,Verified,2021-01-01,Charged Off,n,debt_consolidation,16.59,0,2005-01-01,0,9,22,0.0,0.0,2764.57,2764.57,2280.72,483.85,0.0,0.0,0.0,2021-06-01,555.71,2021-08-01,0,1,INDIVIDUAL,500.0,31.438560000000003,17470.722177600004
3551,37702127,40475179,24300,24300,24300,36,12.99,818.65,C,C2,10+ years,OWN,85644,Verified,2021-01-01,Charged Off,n,debt_consolidation,34.42,0,1998-08-01,0,8,18,0.0,0.0,4058.18,4058.18,2838.81,1219.37,0.0,0.0,0.0,2021-06-01,818.65,2022-01-01,0,1,INDIVIDUAL,675.0,31.794355555555555,26028.449175555554
3632,37680848,40453683,20000,20000,20000,60,12.99,454.96,C,C2,10+ years,RENT,110000,Verified,2021-01-01,Charged Off,n,debt_consolidation,15.16,0,2001-12-01,1,12,20,0.0,0.0,3155.85,3155.85,1724.42,1431.43,0.0,0.0,0.0,2021-08-01,454.96,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,54.82674000000001,24943.973630400003
3656,37720840,40443672,35000,35000,35000,36,13.66,1190.45,C,C3,5 years,MORTGAGE,250000,Verified,2021-01-01,Charged Off,n,debt_consolidation,12.29,0,1974-01-01,0,13,31,0.0,0.0,9352.41,9352.41,2403.25,1114.98,0.0,5834.18,1050.15,2021-04-01,1190.45,2021-09-01,0,1,INDIVIDUAL,972.2222222222222,33.528085714285716,39913.509638571435
3659,37720650,40443427,7900,7900,7900,36,17.14,282.21,D,D4,9 years,RENT,83000,Verified,2021-01-01,Charged Off,n,credit_card,19.46,0,2004-10-01,0,7,20,0.0,0.0,1113.79,1113.79,692.14,421.65,0.0,0.0,0.0,2021-05-01,282.21,2021-12-01,0,1,INDIVIDUAL,219.44444444444446,32.84594430379747,9269.453941974682
3684,37670882,40433721,35000,35000,35000,60,23.99,1006.68,F,F2,10+ years,MORTGAGE,90000,Verified,2021-01-01,Charged Off,n,debt_consolidation,16.92,0,1995-06-01,1,14,20,0.0,0.0,7373.0,7373.0,306.97,606.42,0.0,6459.61,1162.73,2021-02-01,1006.68,2021-07-01,0,1,INDIVIDUAL,583.3333333333334,59.47376571428571,59871.050469257134
3690,37670482,40433236,24875,24875,24875,60,13.16,742.27,G,G2,1 year,RENT,75000,Verified,2021-01-01,Charged Off,n,house,34.27,3,1985-10-01,2,28,78,0.0,0.0,2897.69,2897.69,854.44,2043.25,0.0,0.0,0.0,2021-05-01,742.27,2022-01-01,0,1,INDIVIDUAL,414.5833333333333,57.9390391959799,43006.410624000004
3718,37661094,40424014,12000,12000,12000,60,17.14,299.14,D,D4,5 years,RENT,64227,Verified,2021-01-01,Charged Off,n,debt_consolidation,34.34,0,1984-08-01,0,8,12,0.0,0.0,1173.71,1173.71,522.01,651.7,0.0,0.0,0.0,2021-05-01,299.14,2021-05-01,0,1,INDIVIDUAL,200.0,57.38995,17167.629643
3750,37651039,40413933,20000,20000,19975,36,14.31,686.57,C,C4,5 years,RENT,65000,Verified,2021-01-01,Charged Off,n,other,23.43,0,2003-09-01,2,9,26,0.0,0.0,2027.91,2025.38,1360.3,667.61,0.0,0.0,0.0,2021-04-01,686.57,2022-01-01,0,1,INDIVIDUAL,555.5555555555555,33.55146,23035.4258922
3770,37641535,40404512,20000,20000,20000,36,25.83,596.8,G,G2,1 year,RENT,100000,Verified,2021-01-01,Charged Off,n,debt_consolidation,13.26,0,2005-01-01,0,5,8,0.0,0.0,3826.6,3826.6,868.07,2928.69,29.84,0.0,0.0,2021-09-01,300.0,2022-01-01,0,1,INDIVIDUAL,555.5555555555555,34.437474,20552.2844832
3778,37640409,40403154,11200,11200,11200,60,19.99,296.67,E,E3,3 years,RENT,80000,Not Verified,2021-01-01,Charged Off,n,credit_card,9.82,0,2010-05-01,2,13,24,0.0,0.0,1174.24,1174.24,451.51,722.73,0.0,0.0,0.0,2021-05-01,296.67,2021-12-01,0,1,INDIVIDUAL,186.66666666666666,57.58119642857143,17082.613544464286
3795,37630730,40393520,11200,11200,11200,60,14.31,262.41,C,C4,10+ years,RENT,46000,Verified,2021-01-01,Charged Off,n,debt_consolidation,3.65,0,1997-10-01,2,11,32,0.0,0.0,1556.65,1556.65,796.52,760.13,0.0,0.0,0.0,2021-07-01,262.41,2022-01-01,0,1,INDIVIDUAL,186.66666666666666,55.73292857142857,14624.877786428573
3907,37329237,40091954,13500,13500,13500,60,13.16,290.11,B,B3,1 year,MORTGAGE,50000,Not Verified,2021-01-01,Charged Off,n,credit_card,4.87,0,1987-11-01,0,8,27,0.0,0.0,854.59,854.59,520.82,333.77,0.0,0.0,0.0,2021-04-01,290.11,2021-12-01,0,1,INDIVIDUAL,225.0,57.68524444444444,16735.06626577778
3930,37267525,40050280,19100,12000,19100,36,17.14,682.3,D,D4,5 years,RENT,46512,Verified,2021-01-01,Charged Off,n,debt_consolidation,11.33,0,2006-08-01,1,7,7,0.0,0.0,4739.73,4739.73,2992.21,1747.52,0.0,0.0,0.0,2021-08-01,682.3,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,27.023370000000003,18438.045351
3931,37267174,40049895,24125,24125,24125,36,24.5,952.84,F,F3,10+ years,RENT,85000,Verified,2021-01-01,Charged Off,n,small_business,22.31,2,2002-01-01,1,23,30,0.0,0.0,6202.3,6202.3,929.97,942.87,0.0,4329.46,779.3,2021-04-01,952.84,2021-09-01,1,1,INDIVIDUAL,670.1388888888889,34.61227274611399,32979.95796340725
3934,37297854,40040662,20000,20000,20000,36,14.99,693.21,C,C5,10+ years,MORTGAGE,100000,Verified,2021-01-01,Charged Off,n,small_business,23.74,2,1997-11-01,0,17,26,0.0,0.0,4935.81,4935.81,3222.4,1678.75,34.66,0.0,0.0,2021-11-01,100.0,2022-01-01,0,1,INDIVIDUAL,555.5555555555555,30.199679999999997,20934.7201728
3943,37247206,40019930,10800,10800,10800,36,10.49,350.98,B,B3,2 years,RENT,60000,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,25.08,0,2004-11-01,1,9,19,0.0,0.0,1742.31,1742.31,1305.48,436.83,0.0,0.0,0.0,2021-06-01,350.98,2021-12-01,0,1,INDIVIDUAL,300.0,31.648400000000002,11107.955432
3963,37157706,39930475,13800,13800,13800,60,19.24,359.81,E,E2,10+ years,MORTGAGE,62500,Verified,2021-01-01,Charged Off,n,debt_consolidation,30.97,0,1985-01-01,0,21,37,0.0,0.0,2147.35,2147.35,862.97,1266.39,17.99,0.0,0.0,2021-07-01,737.61,2022-01-01,0,1,INDIVIDUAL,230.0,56.247956521739134,20238.57723608696
3988,37087435,39850186,12000,12000,12000,36,17.86,432.99,D,D5,9 years,RENT,42000,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.74,1,2001-09-01,0,7,21,0.0,0.0,3007.12,3007.12,1862.24,1144.88,0.0,0.0,0.0,2021-08-01,432.99,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,30.413280000000004,13168.646107200002
3992,37077186,39839905,14000,14000,14000,36,15.99,492.13,D,D2,5 years,MORTGAGE,69000,Verified,2021-01-01,Charged Off,n,home_improvement,8.23,0,2003-11-01,0,9,15,0.0,0.0,3420.04,3420.04,2226.49,1193.55,0.0,0.0,0.0,2021-08-01,492.13,2022-01-01,0,1,INDIVIDUAL,388.8888888888889,30.274739999999998,14899.107796199998
4033,36803742,39556458,23325,23325,23325,36,13.16,808.46,C,C5,10+ years,RENT,95000,Verified,2021-01-01,Charged Off,n,credit_card,3.74,2,1999-06-01,1,6,15,0.0,0.0,2178.07,2178.07,1062.27,1115.8,0.0,0.0,0.0,2021-07-01,100.0,2022-01-01,0,1,INDIVIDUAL,647.9166666666666,34.36048360128618,27779.076572295824
4069,37068125,39536839,7200,7200,7200,36,14.99,249.56,C,C5,5 years,MORTGAGE,74000,Not Verified,2021-01-01,Charged Off,n,credit_card,22.25,0,2005-07-01,2,8,12,0.0,0.0,1734.93,1734.93,1160.1,574.83,0.0,0.0,0.0,2021-08-01,249.56,2022-01-01,0,1,INDIVIDUAL,200.0,30.199499999999997,7536.587219999999
4099,36460810,39182472,16800,16800,16800,60,11.99,373.63,B,B5,1 year,RENT,40000,Verified,2021-01-01,Charged Off,n,credit_card,19.41,0,1999-10-01,0,13,24,0.0,0.0,2593.03,2593.03,1484.29,1108.74,0.0,0.0,0.0,2021-08-01,373.63,2022-01-01,0,1,INDIVIDUAL,280.0,54.69896428571428,20437.17402607143
4113,36370921,39102291,6000,6000,6000,36,17.14,214.34,D,D4,1 year,RENT,20000,Verified,2021-01-01,Charged Off,n,credit_card,36.85,0,2003-02-01,0,8,11,0.0,0.0,1503.95,1503.95,938.02,550.93,15.0,0.0,0.0,2021-08-01,443.68,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,30.37188,6509.9087592000005
4202,19066284,21268989,30000,30000,30000,60,24.5,871.77,F,F3,10+ years,MORTGAGE,75000,Verified,2021-01-01,Charged Off,n,home_improvement,6.91,0,2001-05-01,1,11,14,0.0,0.0,6105.15,6105.15,1350.38,4711.18,43.59,0.0,0.0,2021-09-01,1787.13,2022-01-01,0,1,INDIVIDUAL,500.0,57.29924,49951.758454799994
4223,10224616,12086767,6500,6500,6500,36,13.16,222.1,C,C1,< 1 year,RENT,42000,Not Verified,2019-12-01,Charged Off,n,credit_card,14.28,0,2008-06-01,1,11,19,0.0,0.0,1926.49,1926.49,748.71,361.15,0.0,816.63,8.17,2020-06-01,222.1,2020-10-01,0,1,INDIVIDUAL,180.55555555555554,31.853298461538465,7074.617588307693
4247,10178178,12029837,15000,15000,15000,36,19.97,557.23,D,D5,9 years,RENT,44200,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,22.9,0,1994-03-01,1,22,29,0.0,0.0,8696.68,8696.68,4048.49,2638.1,0.0,2010.09,361.82,2021-01-01,557.23,2021-06-01,0,1,INDIVIDUAL,416.6666666666667,26.283624,14646.023801520001
4263,10177613,12029356,10000,10000,10000,36,14.98,346.56,C,C3,10+ years,RENT,65000,Verified,2019-12-01,Charged Off,n,debt_consolidation,12.3,0,2004-03-01,2,9,17,0.0,0.0,5444.82,5444.82,2850.73,1307.23,0.0,1286.86,231.63,2021-01-01,346.56,2021-07-01,0,1,INDIVIDUAL,277.77777777777777,25.737372,8919.54364032
4266,10177387,12029201,4125,4125,4125,36,23.7,161.19,F,F1,3 years,RENT,36000,Verified,2019-12-01,Charged Off,n,debt_consolidation,14.03,0,2001-08-01,3,5,13,0.0,0.0,2376.11,2376.11,1118.96,815.06,0.0,442.09,79.58,2020-12-01,322.38,2021-05-01,0,1,INDIVIDUAL,114.58333333333333,26.23453090909091,4228.7440372363635
4297,10176174,12028226,35000,35000,34900,36,12.85,1176.77,B,B4,3 years,RENT,100000,Verified,2019-12-01,Charged Off,n,credit_card,12.11,0,1996-05-01,0,7,40,0.0,0.0,13198.01,13160.3,9577.89,3620.12,0.0,0.0,0.0,2020-12-01,1200.0,2022-01-01,0,1,INDIVIDUAL,972.2222222222222,26.148456000000003,30770.718567120002
4306,10175791,12027867,12000,12000,12000,36,16.24,423.31,C,C5,10+ years,MORTGAGE,57000,Verified,2019-12-01,Charged Off,n,debt_consolidation,32.02,0,1998-09-01,1,16,32,0.0,0.0,8042.48,8042.48,5609.75,2432.73,0.0,0.0,0.0,2021-08-01,423.31,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,19.17075,8115.170182500001
4307,10175710,12027789,28000,28000,28000,36,13.16,1006.24,D,D2,10+ years,MORTGAGE,140000,Verified,2019-12-01,Charged Off,n,debt_consolidation,4.69,0,1997-08-01,1,9,16,0.0,0.0,4894.1,4894.1,595.19,409.22,0.0,3889.69,38.9,2020-01-01,1006.24,2020-06-01,0,1,INDIVIDUAL,777.7777777777778,35.23475571428571,35454.62058994285
4313,10175450,12027540,15000,15000,14875,60,25.57,445.3,F,F5,9 years,MORTGAGE,50000,Verified,2019-12-01,Charged Off,n,debt_consolidation,19.11,0,1994-12-01,3,10,16,0.0,0.0,5341.98,5297.45,1697.56,3644.42,0.0,0.0,0.0,2020-12-01,445.3,2022-01-01,0,1,INDIVIDUAL,250.0,53.20976,23694.306128
4318,10175328,12027422,8125,8125,8125,36,16.24,286.62,C,C5,3 years,RENT,45000,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,3.39,0,2009-01-01,0,9,12,0.0,0.0,3418.35,3418.35,1481.9,995.86,15.0,925.59,9.26,2020-11-01,486.62,2021-01-01,0,1,INDIVIDUAL,225.69444444444446,29.43404307692308,8436.385426707693
4324,10175069,12027176,15000,15000,15000,60,14.98,356.7,C,C3,2 years,MORTGAGE,42000,Verified,2019-12-01,Charged Off,n,debt_consolidation,27.26,0,1982-06-01,0,14,63,0.0,0.0,4636.66,4636.66,2375.43,2261.23,0.0,0.0,0.0,2021-01-01,356.7,2022-01-01,0,1,INDIVIDUAL,250.0,50.49828,18012.736476
